arxiv_id,reached_out_link,reached_out_success,reached_out_note,num_models,num_datasets,num_spaces,title,github,github_stars,conference_name,upvotes,num_comments,github_mention_hf,has_artifact,submitted_by,date
2307.02321,,0.0,,0.0,0.0,0.0,MSViT: Dynamic Mixed-Scale Tokenization for Vision Transformers,https://github.com/qualcomm-ai-research/batchshaping,,,7,0,0.0,False,akhaliq,2023-07-06
2307.01938,,0.0,,0.0,0.0,0.0,Physics-based Motion Retargeting from Sparse Inputs,,,,7,0,0.0,False,akhaliq,2023-07-06
2307.02483,,0.0,,0.0,0.0,2.0,Jailbroken: How Does LLM Safety Training Fail?,,,NeurIPS2023,13,0,0.0,True,akhaliq,2023-07-06
2307.02485,,0.0,,0.0,0.0,0.0,Building Cooperative Embodied Agents Modularly with Large Language Models,,,NeurIPS2023,11,0,0.0,False,akhaliq,2023-07-06
2307.02485,,0.0,,0.0,0.0,0.0,Building Cooperative Embodied Agents Modularly with Large Language Models,,,NeurIPS2024,11,0,0.0,False,akhaliq,2023-07-06
2307.02469,,0.0,,0.0,0.0,0.0,What Matters in Training a GPT4-Style Language Model with Multimodal Inputs?,,,NAACL2023,12,0,0.0,False,akhaliq,2023-07-06
2307.02053,,0.0,,1.0,1.0,1.0,Flacuna: Unleashing the Problem Solving Power of Vicuna using FLAN Fine-Tuning,https://github.com/declare-lab/flacuna,,,23,1,1.0,True,akhaliq,2023-07-06
2307.02421,,0.0,,1.0,0.0,2.0,DragonDiffusion: Enabling Drag-style Manipulation on Diffusion Models,https://github.com/mc-e/dragondiffusion,719.0,,34,5,1.0,True,akhaliq,2023-07-06
2307.01952,,0.0,,51.0,0.0,100.0,SDXL: Improving Latent Diffusion Models for High-Resolution Image Synthesis,https://github.com/stability-ai/generative-models,24367.0,,79,6,1.0,True,akhaliq,2023-07-06
2307.02486,,0.0,,1.0,0.0,0.0,"LongNet: Scaling Transformers to 1,000,000,000 Tokens",https://github.com/microsoft/unilm,,,80,15,1.0,True,akhaliq,2023-07-06
2307.01928,,0.0,,0.0,0.0,0.0,Robots That Ask For Help: Uncertainty Alignment for Large Language Model Planners,,,,10,1,0.0,False,akhaliq,2023-07-06
2307.03166,,0.0,,0.0,0.0,0.0,VideoGLUE: Video General Understanding Evaluation of Foundation Models,https://github.com/tensorflow/models,,,5,0,0.0,False,akhaliq,2023-07-07
2307.02628,,0.0,,0.0,0.0,0.0,SkipDecode: Autoregressive Skip Decoding with Batching and Caching for Efficient LLM Inference,,,,10,0,0.0,False,akhaliq,2023-07-07
2307.03170,,0.0,,8.0,0.0,1.0,Focused Transformer: Contrastive Training for Context Scaling,https://github.com/cstankonrad/long_llama,1448.0,NeurIPS2023,11,1,1.0,True,akhaliq,2023-07-07
2307.03183,,0.0,,0.0,0.0,1.0,Whisper-AT: Noise-Robust Automatic Speech Recognizers are Also Strong General Audio Event Taggers,https://github.com/YuanGongND/whisper-at,,,10,0,1.0,True,akhaliq,2023-07-07
2307.02499,,0.0,,0.0,0.0,0.0,mPLUG-DocOwl: Modularized Multimodal Large Language Model for Document Understanding,https://github.com/x-plug/mplug-docowl,1364.0,,15,1,1.0,False,akhaliq,2023-07-07
2307.03172,,0.0,,17.0,1.0,36.0,Lost in the Middle: How Language Models Use Long Contexts,https://github.com/nelson-liu/lost-in-the-middle,,,35,3,0.0,True,akhaliq,2023-07-07
2307.03109,,0.0,,0.0,0.0,0.0,A Survey on Evaluation of Large Language Models,https://github.com/mlgroupjlu/llm-eval-survey,1406.0,,42,1,1.0,False,akhaliq,2023-07-07
2307.02768,,0.0,,0.0,0.0,0.0,"Training Models to Generate, Recognize, and Reframe Unhelpful Thoughts",,,ACL2023,14,0,0.0,False,akhaliq,2023-07-07
2307.03718,,0.0,,0.0,0.0,0.0,Frontier AI Regulation: Managing Emerging Risks to Public Safety,,,,4,0,0.0,False,akhaliq,2023-07-10
2307.03659,,0.0,,0.0,0.0,0.0,Decomposing the Generalization Gap in Imitation Learning for Visual Robotic Manipulation,,,,5,0,0.0,False,akhaliq,2023-07-10
2307.03576,,0.0,,0.0,0.0,0.0,One Step of Gradient Descent is Provably the Optimal In-Context Learner with One Layer of Linear Self-Attention,,,,6,0,0.0,False,akhaliq,2023-07-10
2307.03601,,0.0,,0.0,0.0,0.0,GPT4RoI: Instruction Tuning Large Language Model on Region-of-Interest,https://github.com/jshilong/gpt4roi,502.0,,11,0,1.0,False,akhaliq,2023-07-10
2307.03381,,0.0,,0.0,0.0,0.0,Teaching Arithmetic to Small Transformers,https://github.com/lee-ny/teaching_arithmetic,70.0,NeurIPS2023,17,0,0.0,False,akhaliq,2023-07-10
2307.03381,,0.0,,0.0,0.0,0.0,Teaching Arithmetic to Small Transformers,https://github.com/lee-ny/teaching_arithmetic,70.0,NeurIPS2024,17,0,0.0,False,akhaliq,2023-07-10
2307.03692,,0.0,,0.0,0.0,0.0,Becoming self-instruct: introducing early stopping criteria for minimal instruct tuning,,,,24,3,0.0,False,akhaliq,2023-07-10
2307.03322,,0.0,,0.0,0.0,0.0,BiPhone: Modeling Inter Language Phonetic Influences in Text,,,,7,3,0.0,False,akhaliq,2023-07-10
2307.04349,,0.0,,0.0,0.0,0.0,RLTF: Reinforcement Learning from Unit Test Feedback,https://github.com/zyq-scut/rltf,115.0,,4,0,1.0,False,akhaliq,2023-07-11
2307.04577,,0.0,,0.0,0.0,0.0,AnyTeleop: A General Vision-Based Dexterous Robot Arm-Hand Teleoperation System,,,,1,0,0.0,False,akhaliq,2023-07-11
2307.04008,,0.0,,0.0,0.0,0.0,Toward Interactive Dictation,,,ACL2023,3,0,0.0,False,akhaliq,2023-07-11
2307.04751,,0.0,,0.0,0.0,0.0,"Shelving, Stacking, Hanging: Relational Pose Diffusion for Multi-modal Rearrangement",,,,3,0,0.0,False,akhaliq,2023-07-11
2307.04087,,0.0,,0.0,3.0,0.0,SVIT: Scaling up Visual Instruction Tuning,https://github.com/baai-dcai/visual-instruction-tuning,,,6,0,1.0,True,akhaliq,2023-07-11
2307.04603,,0.0,,0.0,0.0,0.0,Solvent: A Framework for Protein Folding,https://github.com/kakaobrain/solvent,69.0,,5,0,0.0,False,akhaliq,2023-07-11
2307.04721,,0.0,,0.0,0.0,0.0,Large Language Models as General Pattern Machines,,,,14,1,0.0,False,akhaliq,2023-07-11
2307.03917,,0.0,,0.0,0.0,0.0,On decoder-only architecture for speech-to-text and large language model integration,,,,6,0,0.0,False,akhaliq,2023-07-11
2307.03875,,0.0,,0.0,0.0,0.0,Large Language Models for Supply Chain Optimization,,,,17,2,0.0,False,akhaliq,2023-07-11
2307.04767,,0.0,,0.0,0.0,0.0,Semantic-SAM: Segment and Recognize Anything at Any Granularity,https://github.com/ux-decoder/semantic-sam,2297.0,ECCV2024,20,1,0.0,False,akhaliq,2023-07-11
2307.04767,,0.0,,0.0,0.0,0.0,Semantic-SAM: Segment and Recognize Anything at Any Granularity,https://github.com/ux-decoder/semantic-sam,,,20,1,0.0,False,akhaliq,2023-07-11
2307.04686,,0.0,,0.0,0.0,0.0,VampNet: Music Generation via Masked Acoustic Token Modeling,https://github.com/hugofloresgarcia/vampnet,,,20,2,1.0,False,akhaliq,2023-07-11
2307.03869,,0.0,,0.0,0.0,0.0,Sketch-A-Shape: Zero-Shot Sketch-to-3D Shape Generation,,,,22,1,0.0,False,akhaliq,2023-07-11
2307.04725,,0.0,,3.0,0.0,15.0,AnimateDiff: Animate Your Personalized Text-to-Image Diffusion Models without Specific Tuning,https://github.com/guoyww/animatediff,10413.0,,64,7,1.0,True,akhaliq,2023-07-11
2307.04699,,0.0,,0.0,0.0,0.0,International Institutions for Advanced AI,,,,4,0,0.0,False,akhaliq,2023-07-11
2307.05463,,0.0,,0.0,0.0,0.0,EgoVLPv2: Egocentric Video-Language Pre-training with Fusion in the Backbone,https://github.com/facebookresearch/EgoVLPv2,,,10,0,0.0,False,akhaliq,2023-07-12
2307.05014,,0.0,,0.0,0.0,0.0,Test-Time Training on Video Streams,,,,6,0,0.0,False,akhaliq,2023-07-12
2307.05462,,0.0,,0.0,0.0,0.0,Efficient 3D Articulated Human Generation with Layered Surface Volumes,,,,7,0,0.0,False,akhaliq,2023-07-12
2307.05454,,0.0,,0.0,0.0,0.0,Empowering Cross-lingual Behavioral Testing of NLP Models with Typological Features,https://github.com/google-research/multi-morph-checklist,9.0,ACL2023,6,0,0.0,False,akhaliq,2023-07-12
2307.05432,,0.0,,0.0,0.0,0.0,Self-Supervised Learning with Lie Symmetries for Partial Differential Equations,https://github.com/facebookresearch/sslforpdes,19.0,NeurIPS2023,14,1,1.0,False,akhaliq,2023-07-12
2307.04787,,0.0,,0.0,0.0,0.0,Collaborative Score Distillation for Consistent Visual Synthesis,,,,28,0,0.0,False,akhaliq,2023-07-12
2307.05300,,0.0,,0.0,0.0,0.0,Unleashing Cognitive Synergy in Large Language Models: A Task-Solving Agent through Multi-Persona Self-Collaboration,https://github.com/mikewangwzhl/solo-performance-prompting,311.0,NAACL2023,18,0,0.0,False,akhaliq,2023-07-12
2307.05445,,0.0,,0.0,0.0,0.0,AutoDecoding Latent 3D Diffusion Models,https://github.com/snap-research/3dvader,133.0,NeurIPS2023,13,0,0.0,False,akhaliq,2023-07-12
2307.05222,,0.0,,1.0,0.0,0.0,Generative Pretraining in Multimodality,https://github.com/baaivision/emu,,,21,0,0.0,True,akhaliq,2023-07-12
2307.04964,,0.0,,4.0,0.0,0.0,Secrets of RLHF in Large Language Models Part I: PPO,https://github.com/openlmlab/moss-rlhf,,,27,1,1.0,True,akhaliq,2023-07-12
2307.05473,,0.0,,0.0,0.0,0.0,Differentiable Blocks World: Qualitative 3D Decomposition by Rendering Primitives,,,NeurIPS2023,12,0,0.0,False,akhaliq,2023-07-12
2307.05973,,0.0,,0.0,0.0,0.0,VoxPoser: Composable 3D Value Maps for Robotic Manipulation with Language Models,https://github.com/huangwl18/voxposer,551.0,NeurIPS2023,3,0,0.0,False,akhaliq,2023-07-13
2307.05973,,0.0,,0.0,0.0,0.0,VoxPoser: Composable 3D Value Maps for Robotic Manipulation with Language Models,https://github.com/huangwl18/voxposer,551.0,NeurIPS2024,3,0,0.0,False,akhaliq,2023-07-13
2307.05959,,0.0,,0.0,0.0,0.0,Giving Robots a Hand: Learning Generalizable Manipulation with Eye-in-Hand Human Video Demonstrations,,,,2,0,0.0,False,akhaliq,2023-07-13
2307.05741,,0.0,,0.0,0.0,0.0,Towards Robust and Efficient Continual Language Learning,,,,4,0,0.0,False,akhaliq,2023-07-13
2307.05591,,0.0,,0.0,0.0,0.0,SITTA: A Semantic Image-Text Alignment for Image Captioning,,,,5,0,0.0,False,akhaliq,2023-07-13
2307.05628,,0.0,,0.0,0.0,0.0,DNAGPT: A Generalized Pretrained Tool for Multiple DNA Sequence Analysis Tasks,,,,8,0,0.0,False,akhaliq,2023-07-13
2307.06135,,0.0,,0.0,0.0,0.0,SayPlan: Grounding Large Language Models using 3D Scene Graphs for Scalable Task Planning,,,,13,1,0.0,False,akhaliq,2023-07-13
2307.05695,,0.0,,0.0,0.0,1.0,Stack More Layers Differently: High-Rank Training Through Low-Rank Updates,https://github.com/guitaricet/peft_pretraining,431.0,NeurIPS2023,22,0,0.0,True,akhaliq,2023-07-13
2307.05695,,0.0,,0.0,0.0,1.0,Stack More Layers Differently: High-Rank Training Through Low-Rank Updates,https://github.com/guitaricet/peft_pretraining,431.0,NeurIPS2024,22,0,0.0,True,akhaliq,2023-07-13
2307.06304,,0.0,,9.0,0.0,100.0,"Patch n' Pack: NaViT, a Vision Transformer for any Aspect Ratio and Resolution",,,,25,2,0.0,True,akhaliq,2023-07-13
2307.06018,,0.0,,8.0,0.0,3.0,PolyLM: An Open Source Polyglot Large Language Model,,,,25,3,0.0,True,akhaliq,2023-07-13
2307.06290,,0.0,,0.0,0.0,0.0,Instruction Mining: High-Quality Instruction Data Selection for Large Language Models,,,COLM2024,9,0,0.0,False,akhaliq,2023-07-13
2307.06350,,0.0,,0.0,0.0,0.0,T2I-CompBench: A Comprehensive Benchmark for Open-world Compositional Text-to-image Generation,,,,6,0,0.0,False,akhaliq,2023-07-14
2307.06908,,0.0,,0.0,0.0,0.0,Generating Benchmarks for Factuality Evaluation of Language Models,https://github.com/ai21labs/factor,37.0,,7,0,0.0,False,akhaliq,2023-07-14
2307.06857,,0.0,,0.0,0.0,0.0,Self-consistency for open-ended generations,,,ACL2024,9,0,0.0,False,akhaliq,2023-07-14
2307.06940,,0.0,,0.0,0.0,0.0,Animate-A-Story: Storytelling with Retrieval-Augmented Video Generation,https://github.com/videocrafter/animate-a-story,,,9,0,0.0,False,akhaliq,2023-07-14
2307.06925,,0.0,,0.0,0.0,0.0,Domain-Agnostic Tuning-Encoder for Fast Personalization of Text-To-Image Models,,,,10,0,0.0,False,akhaliq,2023-07-14
2307.06949,,0.0,,0.0,0.0,0.0,HyperDreamBooth: HyperNetworks for Fast Personalization of Text-to-Image Models,,,CVPR2024,50,6,0.0,False,akhaliq,2023-07-14
2307.06439,,0.0,,0.0,0.0,0.0,Distilling Large Language Models for Biomedical Knowledge Extraction: A Case Study on Adverse Drug Events,,,,9,1,0.0,False,akhaliq,2023-07-14
2307.06942,,0.0,,1.0,3.0,0.0,InternVid: A Large-scale Video-Text Dataset for Multimodal Understanding and Generation,https://github.com/opengvlab/internvideo,,,22,0,1.0,True,akhaliq,2023-07-14
2307.06945,,0.0,,0.0,0.0,0.0,In-context Autoencoder for Context Compression in a Large Language Model,https://github.com/getao/icae,,,27,0,1.0,False,akhaliq,2023-07-14
2307.06962,,0.0,,0.0,0.0,0.0,Copy Is All You Need,https://github.com/um2ii/mist_paper,182.0,,33,3,0.0,False,akhaliq,2023-07-17
2307.07218,,0.0,,0.0,0.0,0.0,Mega-TTS 2: Zero-Shot Text-to-Speech with Arbitrary Length Speech Prompts,,,,26,10,0.0,False,akhaliq,2023-07-17
2307.07164,,0.0,,0.0,0.0,0.0,Learning to Retrieve In-Context Examples for Large Language Models,https://github.com/microsoft/lmops,,,21,0,0.0,False,akhaliq,2023-07-17
2307.07487,,0.0,,0.0,0.0,0.0,DreamTeacher: Pretraining Image Backbones with Deep Generative Models,,,,19,0,0.0,False,akhaliq,2023-07-17
2307.07047,,0.0,,0.0,1.0,0.0,DIALGEN: Collaborative Human-LM Generated Dialogues for Improved Understanding of Human-Human Conversations,,,,15,0,0.0,True,akhaliq,2023-07-17
2307.07511,,0.0,,0.0,0.0,0.0,NIFTY: Neural Object Interaction Fields for Guided Human Motion Synthesis,,,CVPR2024,5,0,0.0,False,akhaliq,2023-07-17
2307.07947,,0.0,,0.0,0.0,0.0,Language Conditioned Traffic Generation,https://github.com/Ariostgx/lctgen,,,4,0,0.0,False,akhaliq,2023-07-18
2307.08579,,0.0,,0.0,0.0,0.0,Scale-Aware Modulation Meet Transformer,https://github.com/afeng-x/smt,,,4,0,0.0,False,akhaliq,2023-07-18
2307.08506,,0.0,,0.0,0.0,0.0,Does Visual Pretraining Help End-to-End Reasoning?,,,NeurIPS2023,6,0,0.0,False,akhaliq,2023-07-18
2307.07663,,0.0,,0.0,0.0,0.0,INVE: Interactive Neural Video Editing,,,,8,0,0.0,False,akhaliq,2023-07-18
2307.08041,,0.0,,0.0,0.0,0.0,Planting a SEED of Vision in Large Language Model,https://github.com/ailab-cvc/seed,,,10,1,1.0,False,akhaliq,2023-07-18
2307.08701,,0.0,,11.0,3.0,0.0,AlpaGasus: Training A Better Alpaca with Fewer Data,https://github.com/gpt4life/alpagasus,,,22,0,1.0,True,akhaliq,2023-07-18
2307.08702,,0.0,,0.0,0.0,0.0,Diffusion Models Beat GANs on Image Classification,,,,17,1,0.0,False,akhaliq,2023-07-18
2307.08581,,0.0,,0.0,0.0,1.0,BuboGPT: Enabling Visual Grounding in Multi-Modal LLMs,,,,27,0,0.0,True,akhaliq,2023-07-18
2307.08621,,0.0,,11.0,0.0,2.0,Retentive Network: A Successor to Transformer for Large Language Models,https://github.com/microsoft/unilm,,,169,34,1.0,True,akhaliq,2023-07-18
2307.07635,,0.0,,1.0,0.0,1.0,CoTracker: It is Better to Track Together,https://github.com/facebookresearch/co-tracker,2817.0,ECCV2024,10,0,1.0,True,akhaliq,2023-07-18
2307.08674,,0.0,,0.0,0.0,0.0,"TableGPT: Towards Unifying Tables, Nature Language and Commands into One GPT",,,,47,5,0.0,False,akhaliq,2023-07-18
2307.09233,,0.0,,0.0,0.0,0.0,Augmenting CLIP with Improved Visio-Linguistic Reasoning,,,EMNLP2024,7,0,0.0,False,akhaliq,2023-07-19
2307.09320,,0.0,,0.0,0.0,0.0,Biomaker CA: a Biome Maker project using Cellular Automata,,,,3,0,0.0,False,akhaliq,2023-07-19
2307.09112,,0.0,,0.0,0.0,0.0,NU-MCC: Multiview Compressive Coding with Neighborhood Decoder and Repulsive UDF,https://github.com/sail-sg/numcc,12.0,NeurIPS2023,8,0,0.0,False,akhaliq,2023-07-19
2307.09009,,0.0,,0.0,0.0,0.0,How is ChatGPT's behavior changing over time?,https://github.com/lchen001/llmdrift,,,23,6,0.0,False,akhaliq,2023-07-19
2307.09288,,0.0,,100.0,10.0,100.0,Llama 2: Open Foundation and Fine-Tuned Chat Models,https://github.com/facebookresearch/llama,56034.0,,239,19,1.0,True,akhaliq,2023-07-19
2307.09458,,0.0,,0.0,0.0,0.0,Does Circuit Analysis Interpretability Scale? Evidence from Multiple Choice Capabilities in Chinchilla,,,,10,0,0.0,False,akhaliq,2023-07-19
2307.10173,,0.0,,0.0,0.0,0.0,DNA-Rendering: A Diverse Neural Actor Repository for High-Fidelity Human-centric Rendering,https://github.com/DNA-Rendering/DNA-Rendering,,,5,0,0.0,False,akhaliq,2023-07-20
2307.10168,,0.0,,0.0,0.0,0.0,LLMs as Workers in Human-Computational Algorithms? Replicating Crowdsourcing Pipelines with LLMs,,,,9,0,0.0,False,akhaliq,2023-07-20
2307.10088,,0.0,,0.0,1.0,0.0,Android in the Wild: A Large-Scale Dataset for Android Device Control,https://github.com/google-research/google-research,34070.0,,10,1,0.0,True,akhaliq,2023-07-20
2307.09668,,0.0,,0.0,0.0,1.0,Towards A Unified Agent with Foundation Models,,,,12,0,0.0,True,akhaliq,2023-07-20
2307.09638,,0.0,,0.0,0.0,0.0,Promoting Exploration in Memory-Augmented Adam using Critical Momenta,https://github.com/chandar-lab/cmoptimizer,,,2,0,0.0,False,akhaliq,2023-07-20
2307.09781,,0.0,,0.0,0.0,0.0,Text2Layer: Layered Image Generation using Latent Diffusion Model,,,,14,0,0.0,False,akhaliq,2023-07-20
2307.10159,,0.0,,0.0,0.0,7.0,FABRIC: Personalizing Diffusion Models with Iterative Feedback,https://github.com/sd-fabric/fabric,,,30,1,0.0,True,akhaliq,2023-07-20
2307.10169,,0.0,,0.0,0.0,0.0,Challenges and Applications of Large Language Models,,,,47,2,0.0,False,akhaliq,2023-07-20
2307.09793,,0.0,,0.0,0.0,1.0,"On the Origin of LLMs: An Evolutionary Tree and Graph for 15,821 Large Language Models",,,,46,8,0.0,True,akhaliq,2023-07-20
2307.10172,,0.0,,5.0,2.0,2.0,DialogStudio: Towards Richest and Most Diverse Unified Dataset Collection for Conversational AI,https://github.com/salesforce/DialogStudio,473.0,,11,0,1.0,True,akhaliq,2023-07-20
2307.10373,,0.0,,0.0,0.0,3.0,TokenFlow: Consistent Diffusion Features for Consistent Video Editing,https://github.com/omerbt/TokenFlow,1567.0,,57,5,0.0,True,akhaliq,2023-07-21
2307.11078,,0.0,,0.0,0.0,0.0,Brain2Music: Reconstructing Music from Human Brain Activity,,,,41,0,0.0,False,akhaliq,2023-07-21
2307.10802,,0.0,,1.0,0.0,0.0,Meta-Transformer: A Unified Framework for Multimodal Learning,https://github.com/invictus717/MetaTransformer,1509.0,,42,3,1.0,True,akhaliq,2023-07-21
2307.10907,,0.0,,0.0,0.0,0.0,The Role of Entropy and Reconstruction in Multi-View Self-Supervised Learning,https://github.com/apple/ml-entropy-reconstruction,26.0,,7,0,0.0,False,akhaliq,2023-07-21
2307.10350,,0.0,,0.0,2.0,0.0,Improving Multimodal Datasets with Image Captioning,,,,10,0,0.0,True,akhaliq,2023-07-21
2307.10928,,0.0,,0.0,0.0,0.0,FLASK: Fine-grained Language Model Evaluation based on Alignment Skill Sets,https://github.com/kaistai/flask,210.0,NeurIPS2023,12,2,0.0,False,akhaliq,2023-07-21
2307.10928,,0.0,,0.0,0.0,0.0,FLASK: Fine-grained Language Model Evaluation based on Alignment Skill Sets,https://github.com/kaistai/flask,210.0,NeurIPS2024,12,2,0.0,False,akhaliq,2023-07-21
2307.10936,,0.0,,0.0,0.0,0.0,PASTA: Pretrained Action-State Transformer Agents,,,NeurIPS2023,10,0,0.0,False,akhaliq,2023-07-21
2307.10936,,0.0,,0.0,0.0,0.0,PASTA: Pretrained Action-State Transformer Agents,,,NeurIPS2024,10,0,0.0,False,akhaliq,2023-07-21
2307.10635,,0.0,,0.0,1.0,0.0,SciBench: Evaluating College-Level Scientific Problem-Solving Abilities of Large Language Models,https://github.com/mandyyyyii/scibench,101.0,NeurIPS2023,8,0,1.0,True,akhaliq,2023-07-21
2307.10635,,0.0,,0.0,1.0,0.0,SciBench: Evaluating College-Level Scientific Problem-Solving Abilities of Large Language Models,https://github.com/mandyyyyii/scibench,101.0,NeurIPS2024,8,0,1.0,True,akhaliq,2023-07-21
2307.10558,,0.0,,0.0,0.0,0.0,Instruction-following Evaluation through Verbalizer Manipulation,,,NAACL2023,3,0,0.0,False,akhaliq,2023-07-21
2307.10558,,0.0,,0.0,0.0,0.0,Instruction-following Evaluation through Verbalizer Manipulation,,,NeurIPS2023,3,0,0.0,False,akhaliq,2023-07-21
2307.10558,,0.0,,0.0,0.0,0.0,Instruction-following Evaluation through Verbalizer Manipulation,,,NeurIPS2024,3,0,0.0,False,akhaliq,2023-07-21
2307.11418,,0.0,,0.0,0.0,0.0,FaceCLIPNeRF: Text-driven 3D Face Manipulation using Deformable Neural Radiance Fields,,,,7,0,0.0,False,akhaliq,2023-07-24
2307.11118,,0.0,,0.0,0.0,1.0,Diffusion Sampling with Momentum for Mitigating Divergence Artifacts,https://github.com/sWizad/momentum-diffusion,,,7,0,1.0,True,akhaliq,2023-07-24
2307.11410,,0.0,,0.0,0.0,0.0,Subject-Diffusion:Open Domain Personalized Text-to-Image Generation without Test-time Fine-tuning,https://github.com/OPPO-Mente-Lab/Subject-Diffusion,,,15,0,1.0,False,akhaliq,2023-07-24
2307.11526,,0.0,,0.0,0.0,0.0,CopyRNeRF: Protecting the CopyRight of Neural Radiance Fields,https://github.com/luo-ziyuan/CopyRNeRF-code,,,11,1,0.0,False,akhaliq,2023-07-24
2307.12698,,0.0,,0.0,0.0,0.0,MC-JEPA: A Joint-Embedding Predictive Architecture for Self-Supervised Learning of Motion and Content Features,,,,6,0,0.0,False,akhaliq,2023-07-25
2307.12854,,0.0,,0.0,0.0,0.0,Multiscale Video Pretraining for Long-Term Activity Forecasting,,,,5,0,0.0,False,akhaliq,2023-07-25
2307.12169,,0.0,,0.0,0.0,0.0,Optimized Network Architectures for Large Language Model Training with Billions of Parameters,,,,9,0,0.0,False,akhaliq,2023-07-25
2307.11768,,0.0,,0.0,0.0,0.0,Question Decomposition Improves the Faithfulness of Model-Generated Reasoning,https://github.com/anthropics/decompositionfaithfulnesspaper,,,12,0,0.0,False,akhaliq,2023-07-25
2307.12950,,0.0,,0.0,0.0,0.0,RLCD: Reinforcement Learning from Contrast Distillation for Language Model Alignment,,,,9,0,0.0,False,akhaliq,2023-07-25
2307.12612,,0.0,,0.0,0.0,0.0,Less is More: Focus Attention for Efficient DETR,https://github.com/huawei-noah/noah-research,865.0,,6,0,0.0,False,akhaliq,2023-07-25
2307.12533,,0.0,,0.0,0.0,0.0,PUMA: Secure Inference of LLaMA-7B in Five Minutes,https://github.com/secretflow/spu/tree/main/examples/python/ml/flax_llama7b,,,13,0,0.0,False,akhaliq,2023-07-25
2307.11795,,0.0,,0.0,0.0,0.0,Prompting Large Language Models with Speech Recognition Abilities,,,,16,1,0.0,False,akhaliq,2023-07-25
2307.12560,,0.0,,0.0,0.0,0.0,Interpolating between Images with Diffusion Models,,,,19,0,0.0,False,akhaliq,2023-07-25
2307.12856,,0.0,,0.0,0.0,0.0,"A Real-World WebAgent with Planning, Long Context Understanding, and Program Synthesis",,,,35,1,0.0,False,akhaliq,2023-07-25
2307.12981,,0.0,,0.0,1.0,0.0,3D-LLM: Injecting the 3D World into Large Language Models,,,NeurIPS2023,35,3,0.0,True,akhaliq,2023-07-25
2307.12976,,0.0,,0.0,0.0,0.0,Evaluating the Ripple Effects of Knowledge Editing in Language Models,https://github.com/edenbiran/rippleedits,,,11,0,0.0,False,akhaliq,2023-07-25
2307.13269,,0.0,,0.0,0.0,1.0,LoraHub: Efficient Cross-Task Generalization via Dynamic LoRA Composition,https://github.com/sail-sg/lorahub,582.0,NeurIPS2023,31,2,1.0,True,akhaliq,2023-07-26
2307.13269,,0.0,,0.0,0.0,1.0,LoraHub: Efficient Cross-Task Generalization via Dynamic LoRA Composition,https://github.com/sail-sg/lorahub,582.0,COLM2024,31,2,1.0,True,akhaliq,2023-07-26
2307.13269,,0.0,,0.0,0.0,1.0,LoraHub: Efficient Cross-Task Generalization via Dynamic LoRA Composition,https://github.com/sail-sg/lorahub,582.0,NeurIPS2024,31,2,1.0,True,akhaliq,2023-07-26
2307.13692,,0.0,,0.0,0.0,0.0,ARB: Advanced Reasoning Benchmark for Large Language Models,,,NeurIPS2023,17,0,0.0,False,akhaliq,2023-07-26
2307.13692,,0.0,,0.0,0.0,0.0,ARB: Advanced Reasoning Benchmark for Large Language Models,,,NeurIPS2024,17,0,0.0,False,akhaliq,2023-07-26
2307.13383,,0.0,,0.0,0.0,0.0,Predicting Code Coverage without Execution,https://github.com/microsoft/coverage-eval,,,8,0,0.0,False,akhaliq,2023-07-26
2307.13226,,0.0,,0.0,0.0,0.0,Strivec: Sparse Tri-Vector Radiance Fields,https://github.com/zerg-overmind/strivec,,,5,0,0.0,False,akhaliq,2023-07-26
2307.13101,,0.0,,0.0,0.0,0.0,Contrastive Example-Based Control,https://github.com/khatch31/laeo,,,4,0,0.0,False,akhaliq,2023-07-26
2307.13924,,0.0,,0.0,0.0,0.0,trajdata: A Unified Interface to Multiple Human Trajectory Datasets,https://github.com/nvlabs/trajdata,327.0,,2,0,0.0,False,akhaliq,2023-07-27
2307.14008,,0.0,,0.0,0.0,0.0,Adaptive Frequency Filters As Efficient Global Token Mixers,https://github.com/microsoft/TokenMixers,,,3,0,0.0,False,akhaliq,2023-07-27
2307.14117,,0.0,,0.0,0.0,0.0,Leveraging Implicit Feedback from Deployment Data in Dialogue,,,,4,0,0.0,False,akhaliq,2023-07-27
2307.13720,,0.0,,0.0,0.0,0.0,Composite Diffusion | whole >= Σparts,,,,8,0,0.0,False,akhaliq,2023-07-27
2307.14225,,0.0,,0.0,0.0,0.0,Large Language Models are Competitive Near Cold-start Recommenders for Language- and Item-based Preferences,,,,8,0,0.0,False,akhaliq,2023-07-27
2307.14334,,0.0,,0.0,0.0,0.0,Towards Generalist Biomedical AI,,,,11,0,0.0,False,akhaliq,2023-07-27
2307.13974,,0.0,,0.0,0.0,0.0,Tracking Anything in High Quality,https://github.com/jiawen-zhu/hqtrack,744.0,,13,2,1.0,False,akhaliq,2023-07-27
2307.13854,,0.0,,0.0,0.0,0.0,WebArena: A Realistic Web Environment for Building Autonomous Agents,https://github.com/web-arena-x/webarena,708.0,NeurIPS2023,22,4,0.0,False,akhaliq,2023-07-27
2307.13854,,0.0,,0.0,0.0,0.0,WebArena: A Realistic Web Environment for Building Autonomous Agents,https://github.com/web-arena-x/webarena,708.0,NeurIPS2023,22,4,0.0,False,akhaliq,2023-07-27
